2 0.000487
4 0.002993
6 0.008495
8 0.020039
10 0.036085
12 0.093868
14 0.163231
16 0.213831
18 0.205820
20 0.258368
22 0.348689
24 0.653848
26 0.903621
28 1.271937
30 1.609987
32 1.462728
34 1.910293
36 3.298545
38 3.775559
40 3.698919
42 5.269893
44 6.759349
46 6.753568
48 10.016832
