2 0.001270 0.000153 0.000942 0.002365 0.000487 0.001910
3 0.001979 0.000262 0.000099 0.002340 0.000067 0.002308
4 0.008119 0.001069 0.001458 0.010646 0.002993 0.012181
5 0.010682 0.001720 0.000164 0.012566 0.000118 0.012520
6 0.030554 0.004656 0.001993 0.037203 0.008495 0.043705
7 0.037680 0.006594 0.000276 0.044550 0.000187 0.044461
8 0.090685 0.017036 0.002843 0.110564 0.020039 0.127760
9 0.110762 0.022982 0.000514 0.134258 0.000288 0.134032
19 10.187600 1.820563 0.002520 12.010683 0.001592 12.009755
20 18.604841 2.910734 0.008807 21.524382 0.258368 21.773943
21 21.561407 3.637575 0.002749 25.201731 0.002254 25.201236
22 34.101167 5.121626 0.011418 39.234211 0.348689 39.571482
23 38.301887 5.686742 0.003738 43.992367 0.002541 43.991170
24 59.890526 7.966789 0.013459 67.870774 0.653848 68.511163
25 67.838225 10.037791 0.004979 77.880995 0.004230 77.880246
26 106.856105 13.494902 0.016037 120.367044 0.903621 121.254628
36 2729.518246 375.007906 0.048131 3104.574283 3.831680 3108.357832
37 2802.836658 329.028824 0.022736 3131.888218 0.019712 3131.885194
38 3378.528579 300.995987 0.054690 3679.579256 3.964603 3683.489169
39 3675.593894 308.073625 0.023235 3983.690754 0.021705 3983.689224
40 4448.476449 327.143973 0.055011 4775.675433 3.698919 4779.319341
41 4858.585311 379.456499 0.026882 5238.068692 0.026570 5238.068380
42 5461.338673 328.603743 0.056224 5789.998640 5.269893 5795.212309
43 5700.309455 354.209290 0.025259 6054.544004 0.021016 6054.539761
